Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock_Splits
2016-02-01,0.7315000295639038,0.7362499833106995,0.7252500057220459,0.7325000166893005,0.7148322463035583,289884000,0.0,0.0
2016-02-02,0.7250000238418579,0.7287499904632568,0.6965000033378601,0.7014999985694885,0.6845799088478088,341908000,0.0,0.0
2016-02-03,0.7070000171661377,0.7112500071525574,0.6887500286102295,0.7049999833106995,0.6879955530166626,326772000,0.0,0.0
2016-02-04,0.7059999704360962,0.7212499976158142,0.6982499957084656,0.7052500247955322,0.6882397532463074,348140000,0.0,0.0
2016-02-05,0.7005000114440918,0.7082499861717224,0.6587499976158142,0.6607499718666077,0.6448129415512085,600428000,0.0,0.0
2016-02-08,0.6507499814033508,0.6539999842643738,0.6212499737739563,0.6305000185966492,0.615292489528656,608852000,0.0,0.0
2016-02-09,0.6230000257492065,0.6637499928474426,0.6200000047683716,0.6372500061988831,0.6218796372413635,425372000,0.0,0.0
2016-02-10,0.6412500143051147,0.6597499847412109,0.6322500109672546,0.6357499957084656,0.6204159259796143,335800000,0.0,0.0
2016-02-11,0.6194999814033508,0.6389999985694885,0.6194999814033508,0.6324999928474426,0.6172442436218262,340144000,0.0,0.0
2016-02-12,0.6424999833106995,0.6445000171661377,0.6187499761581421,0.6432499885559082,0.6277350783348083,340816000,0.0,0.0
2016-02-16,0.6524999737739563,0.6757500171661377,0.6504999995231628,0.6747499704360962,0.6584753394126892,485352000,0.0,0.0
2016-02-17,0.6832500100135803,0.6980000138282776,0.6804999709129333,0.6915000081062317,0.6748212575912476,771468000,0.0,0.0
2016-02-18,0.7482500076293945,0.7745000123977661,0.7475000023841858,0.7509999871253967,0.7328861355781555,1068660000,0.0,0.0
2016-02-19,0.746999979019165,0.7677500247955322,0.7412499785423279,0.7609999775886536,0.7426448464393616,525628000,0.0,0.0
2016-02-22,0.7720000147819519,0.796750009059906,0.7705000042915344,0.7879999876022339,0.7689936757087708,449668000,0.0,0.0
2016-02-23,0.7817500233650208,0.7975000143051147,0.777999997138977,0.7900000214576721,0.7709453105926514,369380000,0.0,0.0
2016-02-24,0.7867500185966492,0.796750009059906,0.7649999856948853,0.7954999804496765,0.7763128280639648,336852000,0.0,0.0
2016-02-25,0.7985000014305115,0.8012499809265137,0.7829999923706055,0.797249972820282,0.7780203223228455,349616000,0.0,0.0
2016-02-26,0.8009999990463257,0.8029999732971191,0.7839999794960022,0.7919999957084656,0.7728971838951111,361964000,0.0,0.0
2016-02-29,0.7902500033378601,0.8004999756813049,0.7835000157356262,0.7839999794960022,0.7678773999214172,323344000,0.002875,0.0
2016-03-01,0.7860000133514404,0.8187500238418579,0.7847499847412109,0.8187500238418579,0.8019129037857056,348700000,0.0,0.0
2016-03-02,0.8142499923706055,0.8264999985694885,0.812749981880188,0.8234999775886536,0.8065654039382935,233812000,0.0,0.0
2016-03-03,0.8224999904632568,0.8259999752044678,0.8052499890327454,0.8162500262260437,0.7994643449783325,302004000,0.0,0.0
2016-03-04,0.8224999904632568,0.8232499957084656,0.8075000047683716,0.8137500286102295,0.7970157265663147,175304000,0.0,0.0
2016-03-07,0.809249997138977,0.8147500157356262,0.7979999780654907,0.8084999918937683,0.7918736338615417,239968000,0.0,0.0
2016-03-08,0.8002499938011169,0.8050000071525574,0.7912499904632568,0.793749988079071,0.7774271368980408,274940000,0.0,0.0
2016-03-09,0.8007500171661377,0.8019999861717224,0.7829999923706055,0.7932500243186951,0.7769374251365662,222788000,0.0,0.0
2016-03-10,0.7979999780654907,0.8025000095367432,0.7760000228881836,0.7919999957084656,0.7757130265235901,286084000,0.0,0.0
2016-03-11,0.8037499785423279,0.8057500123977661,0.7942500114440918,0.8054999709129333,0.7889354825019836,277400000,0.0,0.0
2016-03-14,0.8017500042915344,0.8107500076293945,0.7979999780654907,0.8075000047683716,0.7908942103385925,190312000,0.0,0.0
2016-03-15,0.8032500147819519,0.8084999918937683,0.7892500162124634,0.8034999966621399,0.7869764566421509,226216000,0.0,0.0
2016-03-16,0.7975000143051147,0.8302500247955322,0.793749988079071,0.8274999856948853,0.8104829788208008,363644000,0.0,0.0
2016-03-17,0.8245000243186951,0.828499972820282,0.809249997138977,0.8205000162124634,0.8036268949508667,353680000,0.0,0.0
2016-03-18,0.8302500247955322,0.856249988079071,0.824999988079071,0.8452500104904175,0.8278679251670837,545512000,0.0,0.0
2016-03-21,0.8377500176429749,0.8479999899864197,0.8287500143051147,0.8477500081062317,0.8303165435791016,337780000,0.0,0.0
2016-03-22,0.8450000286102295,0.8522499799728394,0.8357499837875366,0.8462499976158142,0.828847348690033,242012000,0.0,0.0
2016-03-23,0.8500000238418579,0.8669999837875366,0.8462499976158142,0.8607500195503235,0.8430491089820862,429008000,0.0,0.0
2016-03-24,0.8529999852180481,0.8634999990463257,0.8502500057220459,0.8619999885559082,0.844273567199707,244956000,0.0,0.0
2016-03-28,0.8604999780654907,0.8744999766349792,0.859499990940094,0.8707500100135803,0.8528437614440918,265388000,0.0,0.0
2016-03-29,0.8669999837875366,0.8867499828338623,0.8650000095367432,0.8847500085830688,0.8665558695793152,261812000,0.0,0.0
2016-03-30,0.8880000114440918,0.90625,0.887499988079071,0.8939999938011169,0.8756154775619507,376700000,0.0,0.0
2016-03-31,0.8980000019073486,0.8999999761581421,0.8837500214576721,0.890749990940094,0.872432291507721,379884000,0.0,0.0
2016-04-01,0.8852499723434448,0.9042500257492065,0.8784999847412109,0.9037500023841858,0.8851648569107056,348292000,0.0,0.0
2016-04-04,0.9112499952316284,0.9160000085830688,0.8914999961853027,0.8949999809265137,0.8765950202941895,393940000,0.0,0.0
2016-04-05,0.8870000243186951,0.9020000100135803,0.8834999799728394,0.893750011920929,0.8753708004951477,339568000,0.0,0.0
2016-04-06,0.8824999928474426,0.8955000042915344,0.8657500147819519,0.8949999809265137,0.8765950202941895,453376000,0.0,0.0
2016-04-07,0.8892499804496765,0.8972499966621399,0.8820000290870667,0.8857499957084656,0.8675350546836853,378104000,0.0,0.0
2016-04-08,0.8930000066757202,0.8987500071525574,0.8827499747276306,0.8914999961853027,0.8731668591499329,255936000,0.0,0.0
2016-04-11,0.8967499732971191,0.9117500185966492,0.8939999938011169,0.8970000147819519,0.8785536885261536,387524000,0.0,0.0
2016-04-12,0.8999999761581421,0.9012500047683716,0.8784999847412109,0.8960000276565552,0.8775744438171387,292764000,0.0,0.0
2016-04-13,0.8999999761581421,0.918749988079071,0.8999999761581421,0.9185000061988831,0.8996117115020752,350716000,0.0,0.0
2016-04-14,0.9160000085830688,0.925000011920929,0.9122499823570251,0.9210000038146973,0.9020602703094482,416564000,0.0,0.0
2016-04-15,0.9207500219345093,0.9365000128746033,0.9177500009536743,0.9282500147819519,0.9091611504554749,436972000,0.0,0.0
2016-04-18,0.9265000224113464,0.9265000224113464,0.9152500033378601,0.9242500066757202,0.9052433967590332,307320000,0.0,0.0
2016-04-19,0.9277499914169312,0.9294999837875366,0.9020000100135803,0.9077500104904175,0.8890827298164368,309152000,0.0,0.0
2016-04-20,0.90625,0.9167500138282776,0.9052500128746033,0.9112499952316284,0.8925108909606934,200172000,0.0,0.0
2016-04-21,0.9114999771118164,0.9157500267028809,0.90625,0.9102500081062317,0.8915313482284546,178280000,0.0,0.0
2016-04-22,0.9132500290870667,0.9194999933242798,0.9037500023841858,0.9067500233650208,0.888103187084198,223540000,0.0,0.0
2016-04-25,0.9070000052452087,0.9162499904632568,0.9045000076293945,0.9112499952316284,0.8925108909606934,191972000,0.0,0.0
2016-04-26,0.9167500138282776,0.9272500276565552,0.9079999923706055,0.9120000004768372,0.8932453393936157,214536000,0.0,0.0
2016-04-27,0.9097499847412109,0.9332500100135803,0.9079999923706055,0.9327499866485596,0.9135686159133911,352396000,0.0,0.0
2016-04-28,0.9269999861717224,0.9325000047683716,0.9027500152587891,0.9049999713897705,0.8863892555236816,381224000,0.0,0.0
2016-04-29,0.9012500047683716,0.903249979019165,0.8784999847412109,0.8882499933242798,0.8699838519096375,321904000,0.0,0.0
2016-05-02,0.8967499732971191,0.9054999947547913,0.8924999833106995,0.8999999761581421,0.8814920783042908,256076000,0.0,0.0
2016-05-03,0.8897500038146973,0.8934999704360962,0.8815000057220459,0.8892499804496765,0.8709630966186523,224024000,0.0,0.0
2016-05-04,0.8784999847412109,0.8792499899864197,0.8600000143051147,0.8690000176429749,0.8511296510696411,525764000,0.0,0.0
