Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock_Splits
2016-02-01,112.2699966430664,115.72000122070312,112.01000213623047,115.08999633789062,114.55011749267578,46132700,0.0,0.0
2016-02-02,114.80000305175781,117.58999633789062,113.19999694824219,114.61000061035156,114.07238006591797,59778600,0.0,0.0
2016-02-03,115.2699966430664,115.33999633789062,109.75,112.69000244140625,112.161376953125,56919300,0.0,0.0
2016-02-04,111.80000305175781,111.94000244140625,109.25,110.48999786376953,109.97169494628906,38890200,0.0,0.0
2016-02-05,109.51000213623047,109.58000183105469,103.18000030517578,104.06999969482422,103.58181762695312,76894700,0.0,0.0
2016-02-08,100.41000366210938,102.68000030517578,97.45999908447266,99.75,99.28208923339844,71229700,0.0,0.0
2016-02-09,97.13999938964844,102.4000015258789,96.81999969482422,99.54000091552734,99.07307434082031,62709000,0.0,0.0
2016-02-10,101.55000305175781,103.25,100.23999786376953,101.0,100.52621459960938,45179400,0.0,0.0
2016-02-11,99.5999984741211,105.11000061035156,98.87999725341797,101.91000366210938,101.43196105957031,43670600,0.0,0.0
2016-02-12,103.73999786376953,104.23999786376953,101.08999633789062,102.01000213623047,101.53147888183594,36176800,0.0,0.0
2016-02-16,103.80000305175781,103.93000030517578,100.23999786376953,101.61000061035156,101.13336181640625,45687200,0.0,0.0
2016-02-17,102.0199966430664,105.72000122070312,100.4000015258789,105.19999694824219,104.70651245117188,44073400,0.0,0.0
2016-02-18,105.80000305175781,106.0,103.02999877929688,103.47000122070312,102.98463439941406,29593500,0.0,0.0
2016-02-19,102.55000305175781,105.0199966430664,102.05999755859375,104.56999969482422,104.07947540283203,32404500,0.0,0.0
2016-02-22,105.48999786376953,108.25,105.33999633789062,107.16000366210938,106.6573257446289,35709700,0.0,0.0
2016-02-23,106.8499984741211,107.47000122070312,105.12000274658203,105.45999908447266,104.96529388427734,25319300,0.0,0.0
2016-02-24,104.20999908447266,106.94999694824219,102.73999786376953,106.87999725341797,106.37863159179688,34412400,0.0,0.0
2016-02-25,107.11000061035156,108.06999969482422,105.61000061035156,108.06999969482422,107.56305694580078,29906300,0.0,0.0
2016-02-26,108.69999694824219,109.44999694824219,107.16000366210938,107.91999816894531,107.41375732421875,26686200,0.0,0.0
2016-02-29,107.5999984741211,108.91000366210938,106.75,106.91999816894531,106.41844940185547,32779000,0.0,0.0
2016-03-01,107.83000183105469,109.81999969482422,107.5999984741211,109.81999969482422,109.30484771728516,26817300,0.0,0.0
2016-03-02,109.68000030517578,110.55000305175781,108.7699966430664,109.94999694824219,109.43423461914062,25670200,0.0,0.0
2016-03-03,110.25,110.30000305175781,108.54000091552734,109.58000183105469,109.06597137451172,21353100,0.0,0.0
2016-03-04,110.05000305175781,110.05000305175781,107.93000030517578,108.38999938964844,107.88154602050781,24938900,0.0,0.0
2016-03-07,108.06999969482422,108.06999969482422,104.72000122070312,105.7300033569336,105.2340316772461,31436400,0.0,0.0
2016-03-08,104.77999877929688,107.37000274658203,104.4000015258789,105.93000030517578,105.43309783935547,25617000,0.0,0.0
2016-03-09,106.69999694824219,107.51000213623047,105.48999786376953,107.51000213623047,107.00568389892578,20493300,0.0,0.0
2016-03-10,107.91000366210938,108.66000366210938,105.7699966430664,107.31999969482422,106.81658172607422,24854300,0.0,0.0
2016-03-11,108.4800033569336,109.41999816894531,107.91999816894531,109.41000366210938,108.89676666259766,20697600,0.0,0.0
2016-03-14,109.27999877929688,110.33000183105469,108.7699966430664,109.88999938964844,109.37451934814453,17249400,0.0,0.0
2016-03-15,109.11000061035156,110.83000183105469,108.83999633789062,110.66999816894531,110.1508560180664,17618500,0.0,0.0
2016-03-16,110.48999786376953,112.5,110.0999984741211,112.18000030517578,111.65377807617188,24744800,0.0,0.0
2016-03-17,112.1500015258789,112.69000244140625,110.7300033569336,111.0199966430664,110.49921417236328,24241200,0.0,0.0
2016-03-18,111.55999755859375,112.41999816894531,110.2699966430664,111.44999694824219,110.92720031738281,36256900,0.0,0.0
2016-03-21,111.66000366210938,112.37000274658203,111.02999877929688,111.8499984741211,111.32533264160156,18448000,0.0,0.0
2016-03-22,111.36000061035156,112.87999725341797,111.16999816894531,112.25,111.72344970703125,19001100,0.0,0.0
2016-03-23,112.01000213623047,113.19000244140625,112.0,112.54000091552734,112.01209259033203,18562000,0.0,0.0
2016-03-24,112.12999725341797,113.08999633789062,111.68000030517578,113.05000305175781,112.51969146728516,17839100,0.0,0.0
2016-03-28,113.31999969482422,114.58999633789062,112.94999694824219,113.69000244140625,113.15669250488281,21351800,0.0,0.0
2016-03-29,113.83000183105469,116.31999969482422,113.63999938964844,116.13999938964844,115.59519958496094,29825300,0.0,0.0
2016-03-30,116.7300033569336,116.98999786376953,114.36000061035156,114.69999694824219,114.16194915771484,33235200,0.0,0.0
2016-03-31,114.69999694824219,115.01000213623047,113.7699966430664,114.0999984741211,113.56475830078125,21207500,0.0,0.0
2016-04-01,113.75,116.16999816894531,113.3499984741211,116.05999755859375,115.51557922363281,24760500,0.0,0.0
2016-04-04,114.06999969482422,114.55000305175781,111.61000061035156,112.55000305175781,112.02204132080078,48487900,0.0,0.0
2016-04-05,112.11000061035156,113.31999969482422,111.9000015258789,112.22000122070312,111.69359588623047,22962400,0.0,0.0
2016-04-06,112.47000122070312,113.80999755859375,112.41999816894531,113.70999908447266,113.17660522460938,20814600,0.0,0.0
2016-04-07,113.79000091552734,114.88999938964844,113.06999969482422,113.63999938964844,113.10692596435547,20714500,0.0,0.0
2016-04-08,114.25,114.33000183105469,109.9000015258789,110.62999725341797,110.11105346679688,48497800,0.0,0.0
2016-04-11,110.69999694824219,110.91000366210938,108.7699966430664,108.98999786376953,108.4787368774414,39762300,0.0,0.0
2016-04-12,109.33999633789062,111.16000366210938,108.98999786376953,110.61000061035156,110.09114074707031,26248100,0.0,0.0
2016-04-13,112.2300033569336,112.6500015258789,106.5199966430664,110.51000213623047,109.99160766601562,88227400,0.0,0.0
2016-04-14,110.62000274658203,112.04000091552734,110.26000213623047,110.83999633789062,110.32005310058594,28473300,0.0,0.0
2016-04-15,110.79000091552734,110.97000122070312,109.19999694824219,109.63999938964844,109.12569427490234,20922800,0.0,0.0
2016-04-18,109.73999786376953,110.80999755859375,109.19999694824219,110.44999694824219,109.93189239501953,21167200,0.0,0.0
2016-04-19,111.0999984741211,112.44999694824219,109.16000366210938,112.29000091552734,111.76325225830078,30210500,0.0,0.0
2016-04-20,112.43000030517578,113.2699966430664,111.55999755859375,112.41999816894531,111.89265441894531,21027900,0.0,0.0
2016-04-21,112.55000305175781,114.04000091552734,112.30999755859375,113.44000244140625,112.90786743164062,20875200,0.0,0.0
2016-04-22,111.20999908447266,111.75,109.01000213623047,110.55999755859375,110.04136657714844,38458200,0.0,0.0
2016-04-25,109.87000274658203,110.66999816894531,109.06999969482422,110.0999984741211,109.58353424072266,21017900,0.0,0.0
2016-04-26,110.48999786376953,110.5,108.1500015258789,108.76000213623047,108.24981689453125,22521500,0.0,0.0
2016-04-27,107.94000244140625,108.94000244140625,106.30999755859375,108.88999938964844,108.37920379638672,52213100,0.0,0.0
2016-04-28,119.58000183105469,120.79000091552734,116.2300033569336,116.7300033569336,116.18243408203125,87110100,0.0,0.0
2016-04-29,116.81999969482422,117.83999633789062,115.83999633789062,117.58000183105469,117.02845001220703,37140600,0.0,0.0
2016-05-02,117.83000183105469,118.7300033569336,116.56999969482422,118.56999969482422,118.01380157470703,28095200,0.0,0.0
2016-05-03,117.5199966430664,118.16000366210938,117.0199966430664,117.43000030517578,116.879150390625,24117500,0.0,0.0
2016-05-04,116.61000061035156,118.30000305175781,116.56999969482422,118.05999755859375,117.50617980957031,23448400,0.0,0.0
2016-05-05,118.04000091552734,118.9800033569336,117.25,117.80999755859375,117.25736236572266,22056700,0.0,0.0
2016-05-06,117.16000366210938,119.63999938964844,117.11000061035156,119.48999786376953,118.92948150634766,26395600,0.0,0.0
2016-05-09,119.54000091552734,120.27999877929688,118.9000015258789,119.23999786376953,118.68065643310547,21138100,0.0,0.0
2016-05-10,119.62000274658203,120.5,119.0,120.5,119.93474578857422,23220000,0.0,0.0
2016-05-11,120.41000366210938,121.08000183105469,119.41999816894531,119.5199966430664,118.95933532714844,22038400,0.0,0.0
2016-05-12,119.9800033569336,120.83999633789062,118.9000015258789,120.27999877929688,119.71578216552734,22035500,0.0,0.0
2016-05-13,120.37999725341797,120.63999938964844,119.68000030517578,119.80999755859375,119.24798583984375,18124300,0.0,0.0
2016-05-16,119.37999725341797,119.61000061035156,117.3499984741211,118.66999816894531,118.11332702636719,31247800,0.0,0.0
2016-05-17,118.81999969482422,119.01000213623047,117.19999694824219,117.3499984741211,116.79952239990234,21328600,0.0,0.0
2016-05-18,116.80000305175781,118.2699966430664,116.7300033569336,117.6500015258789,117.0981216430664,21642300,0.0,0.0
2016-05-19,117.05000305175781,117.48999786376953,115.87999725341797,116.80999755859375,116.26205444335938,20544100,0.0,0.0
2016-05-20,116.95999908447266,117.98999786376953,116.94999694824219,117.3499984741211,116.79952239990234,18944800,0.0,0.0
2016-05-23,117.41999816894531,117.5999984741211,115.94000244140625,115.97000122070312,115.42599487304688,20441000,0.0,0.0
2016-05-24,116.23999786376953,117.7300033569336,116.12000274658203,117.69999694824219,117.14787292480469,20183600,0.0,0.0
2016-05-25,118.12999725341797,118.66999816894531,117.37999725341797,117.88999938964844,117.33698272705078,20019800,0.0,0.0
2016-05-26,118.23999786376953,119.76000213623047,117.91999816894531,119.47000122070312,118.90958404541016,18481300,0.0,0.0
2016-05-27,119.55999755859375,119.8499984741211,119.01000213623047,119.37999725341797,118.81999969482422,13493600,0.0,0.0
2016-05-31,119.45999908447266,120.0999984741211,118.12000274658203,118.80999755859375,118.25267028808594,23547600,0.0,0.0
2016-06-01,118.5,119.08000183105469,117.81999969482422,118.77999877929688,118.22281646728516,15029500,0.0,0.0
2016-06-02,118.69000244140625,119.44000244140625,118.22000122070312,118.93000030517578,118.37211608886719,13228300,0.0,0.0
2016-06-03,118.9800033569336,118.9800033569336,117.86000061035156,118.47000122070312,117.91427612304688,14135100,0.0,0.0
2016-06-06,118.62000274658203,119.43000030517578,118.36000061035156,118.79000091552734,118.2327651977539,12744700,0.0,0.0
2016-06-07,119.23999786376953,119.30000305175781,117.66999816894531,117.76000213623047,117.20759582519531,17103000,0.0,0.0
2016-06-08,117.76000213623047,118.5999984741211,117.2699966430664,118.38999938964844,117.83464813232422,14505600,0.0,0.0
2016-06-09,118.12999725341797,118.68000030517578,117.70999908447266,118.55999755859375,118.00384521484375,13859200,0.0,0.0
2016-06-10,117.54000091552734,118.11000061035156,116.26000213623047,116.62000274658203,116.07294464111328,18510800,0.0,0.0
2016-06-13,115.0,115.4800033569336,113.30999755859375,113.94999694824219,113.41546630859375,31718200,0.0,0.0
2016-06-14,114.06999969482422,114.94999694824219,113.58000183105469,114.94000244140625,114.40083312988281,17618500,0.0,0.0
2016-06-15,115.30000305175781,115.44000244140625,114.06999969482422,114.5999984741211,114.06242370605469,19819400,0.0,0.0
2016-06-16,113.87000274658203,114.5,112.94000244140625,114.38999938964844,113.85340881347656,19236300,0.0,0.0
2016-06-17,114.41999816894531,114.43000030517578,112.55999755859375,113.0199966430664,112.48983001708984,24644300,0.0,0.0
2016-06-20,113.7699966430664,114.72000122070312,112.75,113.37000274658203,112.83819580078125,20785400,0.0,0.0
2016-06-21,114.12000274658203,115.20999908447266,113.97000122070312,114.37999725341797,113.84346008300781,19166300,0.0,0.0
2016-06-22,114.6500015258789,114.73999786376953,113.61000061035156,113.91000366210938,113.37565612792969,14846300,0.0,0.0
2016-06-23,114.37000274658203,115.08999633789062,113.54000091552734,115.08000183105469,114.5401840209961,16176900,0.0,0.0
2016-06-24,111.01000213623047,113.68000030517578,111.0,112.08000183105469,111.55425262451172,40643100,0.0,0.0
2016-06-27,111.56999969482422,111.56999969482422,108.2300033569336,108.97000122070312,108.45883178710938,36130400,0.0,0.0
2016-06-28,110.62999725341797,112.75,110.55000305175781,112.69999694824219,112.17133331298828,26813800,0.0,0.0
2016-06-29,113.37000274658203,114.25,113.04000091552734,114.16000366210938,113.62448120117188,20968300,0.0,0.0
2016-06-30,114.66999816894531,115.18000030517578,113.66999816894531,114.27999877929688,113.74392700195312,23192700,0.0,0.0
2016-07-01,114.19999694824219,115.12999725341797,113.80999755859375,114.19000244140625,113.65435028076172,14980000,0.0,0.0
2016-07-05,113.94000244140625,114.19999694824219,112.97000122070312,114.19999694824219,113.66429901123047,14207000,0.0,0.0
2016-07-06,113.36000061035156,116.79000091552734,112.97000122070312,116.69999694824219,116.1525650024414,24337600,0.0,0.0
2016-07-07,116.62999725341797,116.97000122070312,115.36000061035156,115.8499984741211,115.30656433105469,16630200,0.0,0.0
2016-07-08,116.43000030517578,117.5,115.8499984741211,117.23999786376953,116.6900405883789,18142600,0.0,0.0
2016-07-11,117.70999908447266,118.69999694824219,117.5,117.87000274658203,117.31708526611328,17711600,0.0,0.0
2016-07-12,118.62999725341797,118.72000122070312,117.56999969482422,117.93000030517578,117.37679290771484,15217700,0.0,0.0
2016-07-13,118.38999938964844,118.4000015258789,116.68000030517578,116.77999877929688,116.2322006225586,16207700,0.0,0.0
2016-07-14,117.5,117.63999938964844,116.69999694824219,117.29000091552734,116.73980712890625,14579700,0.0,0.0
2016-07-15,117.73999786376953,118.27999877929688,116.58000183105469,116.86000061035156,116.31182098388672,16646000,0.0,0.0
2016-07-18,117.31999969482422,119.61000061035156,116.88999938964844,119.37000274658203,118.81005096435547,20868400,0.0,0.0
2016-07-19,118.98999786376953,120.8499984741211,118.66000366210938,120.61000061035156,120.04423522949219,21541300,0.0,0.0
2016-07-20,121.25,122.19999694824219,120.55999755859375,121.91999816894531,121.34808349609375,20046500,0.0,0.0
2016-07-21,121.91999816894531,122.0999984741211,120.25,120.61000061035156,120.04423522949219,17801700,0.0,0.0
2016-07-22,119.9000015258789,121.01000213623047,119.30999755859375,121.0,120.43240356445312,18422400,0.0,0.0
2016-07-25,121.38999938964844,121.8499984741211,117.77999877929688,121.62999725341797,121.0594482421875,18487400,0.0,0.0
2016-07-26,122.0,122.06999969482422,120.75,121.22000122070312,120.6513671875,17612000,0.0,0.0
2016-07-27,122.41999816894531,125.0,121.51000213623047,123.33999633789062,122.76142120361328,52654200,0.0,0.0
2016-07-28,127.5199966430664,128.3300018310547,123.62999725341797,125.0,124.41363525390625,78955800,0.0,0.0
2016-07-29,124.6500015258789,125.83999633789062,123.70999908447266,123.94000244140625,123.35861206054688,35058800,0.0,0.0
2016-08-01,123.8499984741211,124.58000183105469,122.86000061035156,124.30999755859375,123.72687530517578,25006900,0.0,0.0
2016-08-02,124.05999755859375,124.80000305175781,122.06999969482422,123.08999633789062,122.5125961303711,23968400,0.0,0.0
2016-08-03,123.08999633789062,123.91999816894531,122.30999755859375,122.51000213623047,121.93531799316406,18525300,0.0,0.0
2016-08-04,122.94000244140625,124.79000091552734,122.51000213623047,124.36000061035156,123.77664184570312,21066000,0.0,0.0
2016-08-05,124.9800033569336,125.83999633789062,124.62000274658203,125.1500015258789,124.56294250488281,20184000,0.0,0.0
2016-08-08,125.25,125.44999694824219,124.55000305175781,125.26000213623047,124.67242431640625,15233900,0.0,0.0
2016-08-09,125.33999633789062,126.08999633789062,124.52999877929688,125.05999755859375,124.47335815429688,19621000,0.0,0.0
2016-08-10,125.06999969482422,125.4800033569336,124.54000091552734,124.87999725341797,124.29420471191406,10670100,0.0,0.0
2016-08-11,125.19999694824219,125.37999725341797,124.75,124.9000015258789,124.31411743164062,11729500,0.0,0.0
2016-08-12,124.69999694824219,125.0,124.18000030517578,124.87999725341797,124.29420471191406,12159000,0.0,0.0
2016-08-15,124.91000366210938,124.91999816894531,123.69999694824219,123.9000015258789,123.31880187988281,19295100,0.0,0.0
2016-08-16,123.5,123.91999816894531,122.77999877929688,123.30000305175781,122.72161865234375,14222400,0.0,0.0
2016-08-17,123.66000366210938,124.37999725341797,122.8499984741211,124.37000274658203,123.7865982055664,13794200,0.0,0.0
2016-08-18,124.01000213623047,124.26000213623047,123.63999938964844,123.91000366210938,123.3287582397461,12400800,0.0,0.0
