Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock_Splits
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.787742614746094,163774000,0.0,0.0
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.347152709960938,149428800,0.0,0.0
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.769672393798828,183857200,0.0,0.0
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,21.944591522216797,185886800,0.13,0.0
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.35849380493164,185672400,0.0,0.0
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,21.583396911621094,216085600,0.0,0.0
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,21.57884979248047,177324800,0.0,0.0
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,21.415285110473633,169374400,0.0,0.0
2016-02-11,23.447500228881836,23.68000030517578,23.147499084472656,23.424999237060547,21.285799026489258,200298800,0.0,0.0
2016-02-12,23.547500610351562,23.625,23.252500534057617,23.497499465942383,21.351673126220703,161405600,0.0,0.0
2016-02-16,23.7549991607666,24.212499618530273,23.65250015258789,24.15999984741211,21.953676223754883,196231600,0.0,0.0
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,22.289886474609375,179452800,0.0,0.0
2016-02-18,24.709999084472656,24.72249984741211,24.022499084472656,24.065000534057617,21.86734962463379,156084000,0.0,0.0
2016-02-19,24.0,24.190000534057617,23.950000762939453,24.010000228881836,21.8173770904541,141496800,0.0,0.0
2016-02-22,24.077499389648438,24.225000381469727,23.979999542236328,24.219999313354492,22.008197784423828,137123200,0.0,0.0
2016-02-23,24.100000381469727,24.125,23.637500762939453,23.672500610351562,21.510698318481445,127770400,0.0,0.0
2016-02-24,23.4950008392334,24.094999313354492,23.329999923706055,24.024999618530273,21.83100128173828,145022800,0.0,0.0
2016-02-25,24.012500762939453,24.190000534057617,23.8125,24.190000534057617,21.980937957763672,110330800,0.0,0.0
2016-02-26,24.299999237060547,24.5049991607666,24.145000457763672,24.227500915527344,22.015010833740234,115964400,0.0,0.0
2016-02-29,24.21500015258789,24.5575008392334,24.162500381469727,24.172500610351562,21.965042114257812,140865200,0.0,0.0
2016-03-01,24.412500381469727,25.1924991607666,24.354999542236328,25.13249969482422,22.837360382080078,201628400,0.0,0.0
